methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner,workerType,preferenceStrength,confidence,comparisonId,promptId,source,category,subjectStudy,highestLevelDegree
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-0446961e13e5454180dd9e508b7d6d79,A,normal:affectionate_dubinsky,,,2024-05-10 22:03:13.627731,A-is-slightly-better,normal,slightly,not-confident,0446961e13e5454180dd9e508b7d6d79,530422b442944d1dabe87dff8ec5c34e,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-c973a0b8f87549dd9bd8cbf7135f2479,A,normal:quirky_fermi,,,2024-05-22 15:24:22.272113,A-is-slightly-better,normal,slightly,absolutely-confident,c973a0b8f87549dd9bd8cbf7135f2479,532086af3eb048d1a3e7e32d323eab00,anthropic/helpful-base,Open QA,Travel and Tourism,Social Sciences
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-c973a0b8f87549dd9bd8cbf7135f2479,draw,normal:practical_agnesi,,,2024-05-22 15:32:09.003502,Tie,normal,tie,absolutely-confident,c973a0b8f87549dd9bd8cbf7135f2479,532086af3eb048d1a3e7e32d323eab00,anthropic/helpful-base,Open QA,Travel and Tourism,Social Sciences
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-e6a2720ff556451880a4d03d85fbcf0a,B,normal:pedantic_noether,,,2024-05-15 01:44:46.520272,B-is-slightly-better,normal,slightly,absolutely-confident,e6a2720ff556451880a4d03d85fbcf0a,53397fbe415e412f9a57ab4661f3067a,anthropic/helpful-base,Open QA,Psychology,Social Sciences
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-e6a2720ff556451880a4d03d85fbcf0a,draw,normal:vigorous_lovelace,,,2024-05-15 01:46:36.884910,Tie,normal,tie,absolutely-confident,e6a2720ff556451880a4d03d85fbcf0a,53397fbe415e412f9a57ab4661f3067a,anthropic/helpful-base,Open QA,Psychology,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-542b5aea0731487fbd43f43f63c393f1,B,normal:flamboyant_panini,,,2024-05-13 07:06:48.184225,B-is-slightly-better,normal,slightly,absolutely-confident,542b5aea0731487fbd43f43f63c393f1,534079afac484003b8bdb259a748258a,lmsys/chatbot_arena_conversations,Open QA,Sociology,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-542b5aea0731487fbd43f43f63c393f1,B,normal:youthful_spence,,,2024-05-13 07:12:53.166797,B-is-slightly-better,normal,slightly,fairly-confident,542b5aea0731487fbd43f43f63c393f1,534079afac484003b8bdb259a748258a,lmsys/chatbot_arena_conversations,Open QA,Sociology,Social Sciences
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-88d7371386ab4e6c8d2e6b580e16657c,B,normal:nervous_nightingale,,,2024-05-24 18:42:21.947734,B-is-clearly-better,normal,clearly,absolutely-confident,88d7371386ab4e6c8d2e6b580e16657c,534079afac484003b8bdb259a748258a,lmsys/chatbot_arena_conversations,Open QA,Sociology,Social Sciences
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-88d7371386ab4e6c8d2e6b580e16657c,B,normal:clever_curie,,,2024-05-22 04:31:10.315543,B-is-clearly-better,normal,clearly,absolutely-confident,88d7371386ab4e6c8d2e6b580e16657c,534079afac484003b8bdb259a748258a,lmsys/chatbot_arena_conversations,Open QA,Sociology,Social Sciences
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-5d36b65ec5554e16b7edc251ce7eae90,A,normal:friendly_williams,,,2024-05-15 06:04:44.123605,A-is-slightly-better,normal,slightly,absolutely-confident,5d36b65ec5554e16b7edc251ce7eae90,5350f0699314496987ddafc9bbebc043,anthropic/harmless-base,Open QA,Psychology,Social Sciences
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-5d36b65ec5554e16b7edc251ce7eae90,draw,normal:ecstatic_jones,,,2024-05-15 06:06:51.124530,Tie,normal,tie,absolutely-confident,5d36b65ec5554e16b7edc251ce7eae90,5350f0699314496987ddafc9bbebc043,anthropic/harmless-base,Open QA,Psychology,Social Sciences
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-70a6bb50cb1246c7b7b677697278cd66,B,normal:mystifying_fermi,,,2024-05-27 23:49:46.111028,B-is-slightly-better,normal,slightly,absolutely-confident,70a6bb50cb1246c7b7b677697278cd66,5350f0699314496987ddafc9bbebc043,anthropic/harmless-base,Open QA,Psychology,Social Sciences
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-70a6bb50cb1246c7b7b677697278cd66,draw,normal:quirky_hypatia,,,2024-05-08 23:11:51.816007,Tie,normal,tie,absolutely-confident,70a6bb50cb1246c7b7b677697278cd66,5350f0699314496987ddafc9bbebc043,anthropic/harmless-base,Open QA,Psychology,Social Sciences
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-20e5205d9d384603ac59629f00a3d1da,B,normal:suspicious_saha,,,2024-05-13 02:54:12.087523,B-is-slightly-better,normal,slightly,fairly-confident,20e5205d9d384603ac59629f00a3d1da,5359b00ef13a49caa00f7f61a2f1a234,lmsys/sharegpt-vicuna,Generation,Music,Arts & Humanities
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-20e5205d9d384603ac59629f00a3d1da,B,normal:extraordinary_lalande,,,2024-05-13 03:05:49.914139,B-is-clearly-better,normal,clearly,absolutely-confident,20e5205d9d384603ac59629f00a3d1da,5359b00ef13a49caa00f7f61a2f1a234,lmsys/sharegpt-vicuna,Generation,Music,Arts & Humanities
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-82697c324e7b4ba3b78f4d17e0761539,draw,normal:dreamy_bhabha,,,2024-05-09 10:38:55.749275,Tie,normal,tie,absolutely-confident,82697c324e7b4ba3b78f4d17e0761539,5359b00ef13a49caa00f7f61a2f1a234,lmsys/sharegpt-vicuna,Generation,Music,Arts & Humanities
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-82697c324e7b4ba3b78f4d17e0761539,draw,normal:flamboyant_euclid,,,2024-05-27 21:35:49.345648,Tie,normal,tie,absolutely-confident,82697c324e7b4ba3b78f4d17e0761539,5359b00ef13a49caa00f7f61a2f1a234,lmsys/sharegpt-vicuna,Generation,Music,Arts & Humanities
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-4ba638c58f8d466c831cb3aa751ea147,B,normal:zealous_boyd,,,2024-05-16 15:46:25.157098,B-is-clearly-better,normal,clearly,absolutely-confident,4ba638c58f8d466c831cb3aa751ea147,53770d9dc9114c27b2878723d5672f5d,anthropic/helpful-base,Open QA,Travel and Tourism,Journalism & Information Business
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-4ba638c58f8d466c831cb3aa751ea147,B,normal:silly_mestorf,,,2024-05-27 22:02:51.597736,B-is-slightly-better,normal,slightly,absolutely-confident,4ba638c58f8d466c831cb3aa751ea147,53770d9dc9114c27b2878723d5672f5d,anthropic/helpful-base,Open QA,Travel and Tourism,Journalism & Information Business
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-f8bb5f0582934ce7b2da8ddd876b98e4,B,normal:zealous_boyd,,,2024-05-10 22:33:24.147201,B-is-clearly-better,normal,clearly,absolutely-confident,f8bb5f0582934ce7b2da8ddd876b98e4,53770d9dc9114c27b2878723d5672f5d,anthropic/helpful-base,Open QA,Travel and Tourism,Journalism & Information Business
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-f8bb5f0582934ce7b2da8ddd876b98e4,B,normal:practical_agnesi,,,2024-05-10 22:37:46.153636,B-is-clearly-better,normal,clearly,absolutely-confident,f8bb5f0582934ce7b2da8ddd876b98e4,53770d9dc9114c27b2878723d5672f5d,anthropic/helpful-base,Open QA,Travel and Tourism,Journalism & Information Business
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-fe9a602f29e14fc89f99f71f0c3a5512,B,normal:thirsty_northcutt,,,2024-05-13 21:53:10.711755,B-is-clearly-better,normal,clearly,absolutely-confident,fe9a602f29e14fc89f99f71f0c3a5512,537e574edb5c4ace84fcc9f4ea97e3ae,lmsys/sharegpt-vicuna,Generation,Education,Education
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-fe9a602f29e14fc89f99f71f0c3a5512,B,normal:reverent_heisenberg,,,2024-05-13 21:58:57.145879,B-is-clearly-better,normal,clearly,absolutely-confident,fe9a602f29e14fc89f99f71f0c3a5512,537e574edb5c4ace84fcc9f4ea97e3ae,lmsys/sharegpt-vicuna,Generation,Education,Education
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-c2e4ba39169f44f186a29aa944dc3d23,B,normal:vigorous_wing,,,2024-05-13 18:46:47.679091,B-is-slightly-better,normal,slightly,fairly-confident,c2e4ba39169f44f186a29aa944dc3d23,537e574edb5c4ace84fcc9f4ea97e3ae,lmsys/sharegpt-vicuna,Generation,Education,Education
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-c2e4ba39169f44f186a29aa944dc3d23,A,normal:priceless_colden,,,2024-05-13 18:57:24.874029,A-is-slightly-better,normal,slightly,not-confident,c2e4ba39169f44f186a29aa944dc3d23,537e574edb5c4ace84fcc9f4ea97e3ae,lmsys/sharegpt-vicuna,Generation,Education,Education
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-9aceaa8678ed43faa3315fb49e288e3c,A,normal:thirsty_northcutt,,,2024-05-14 01:21:03.489378,A-is-clearly-better,normal,clearly,absolutely-confident,9aceaa8678ed43faa3315fb49e288e3c,53859e026fe44ae899ccdde6390bde0d,anthropic/helpful-base,Open QA,Leisure,"Engineering, manufacturing and construction"
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-9aceaa8678ed43faa3315fb49e288e3c,A,normal:gracious_kare,,,2024-05-14 01:27:19.615120,A-is-clearly-better,normal,clearly,absolutely-confident,9aceaa8678ed43faa3315fb49e288e3c,53859e026fe44ae899ccdde6390bde0d,anthropic/helpful-base,Open QA,Leisure,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-6257eeec411449f7be6aea8046595dab,A,normal:stupefied_murdock,,,2024-05-15 00:51:30.736992,A-is-slightly-better,normal,slightly,fairly-confident,6257eeec411449f7be6aea8046595dab,53c54448b61c455b8fd0720c4ff02a31,anthropic/helpful-base,Open QA,Physics,Natural sciences
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-6257eeec411449f7be6aea8046595dab,B,normal:keen_williams,,,2024-05-15 01:10:19.780742,B-is-clearly-better,normal,clearly,absolutely-confident,6257eeec411449f7be6aea8046595dab,53c54448b61c455b8fd0720c4ff02a31,anthropic/helpful-base,Open QA,Physics,Natural sciences
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-295b8deb56e34d2b8c3a7250bbccb4b5,B,normal:youthful_spence,,,2024-05-15 10:40:00.704895,B-is-clearly-better,normal,clearly,fairly-confident,295b8deb56e34d2b8c3a7250bbccb4b5,53c54448b61c455b8fd0720c4ff02a31,anthropic/helpful-base,Open QA,Physics,Natural sciences
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-295b8deb56e34d2b8c3a7250bbccb4b5,B,normal:cool_heyrovsky,,,2024-05-15 10:53:44.799731,B-is-clearly-better,normal,clearly,absolutely-confident,295b8deb56e34d2b8c3a7250bbccb4b5,53c54448b61c455b8fd0720c4ff02a31,anthropic/helpful-base,Open QA,Physics,Natural sciences
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-f84f182edc0b47878339d56b9c3ba0db,B,normal:kind_ardinghelli,,,2024-05-13 13:38:44.612177,B-is-slightly-better,normal,slightly,absolutely-confident,f84f182edc0b47878339d56b9c3ba0db,53cec5c5881041ff8e0ba3307935a9a4,lmsys/sharegpt-vicuna,Open QA,Biochemistry (Molecular and Cellular),Natural sciences
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-f84f182edc0b47878339d56b9c3ba0db,B,normal:loving_mccarthy,,,2024-05-27 21:27:02.380338,B-is-slightly-better,normal,slightly,absolutely-confident,f84f182edc0b47878339d56b9c3ba0db,53cec5c5881041ff8e0ba3307935a9a4,lmsys/sharegpt-vicuna,Open QA,Biochemistry (Molecular and Cellular),Natural sciences
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-b9d9169d5fc34f56bdacc1c03c94fae3,A,normal:condescending_rosalind,,,2024-05-16 17:55:00.383329,A-is-slightly-better,normal,slightly,absolutely-confident,b9d9169d5fc34f56bdacc1c03c94fae3,53cec5c5881041ff8e0ba3307935a9a4,lmsys/sharegpt-vicuna,Open QA,Biochemistry (Molecular and Cellular),Natural sciences
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-b9d9169d5fc34f56bdacc1c03c94fae3,A,normal:silly_mestorf,,,2024-05-21 18:38:05.521443,A-is-slightly-better,normal,slightly,absolutely-confident,b9d9169d5fc34f56bdacc1c03c94fae3,53cec5c5881041ff8e0ba3307935a9a4,lmsys/sharegpt-vicuna,Open QA,Biochemistry (Molecular and Cellular),Natural sciences
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-06b1dd59d3fe4f9dbd9caea585f49244,B,normal:zealous_boyd,,,2024-05-16 12:46:58.955416,B-is-slightly-better,normal,slightly,absolutely-confident,06b1dd59d3fe4f9dbd9caea585f49244,53de3bdfd9dd48848ba50912f70119bd,lmsys/chatbot_arena_conversations,Open QA,Physics,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-06b1dd59d3fe4f9dbd9caea585f49244,B,normal:quizzical_khorana,,,2024-05-16 13:04:39.802697,B-is-clearly-better,normal,clearly,absolutely-confident,06b1dd59d3fe4f9dbd9caea585f49244,53de3bdfd9dd48848ba50912f70119bd,lmsys/chatbot_arena_conversations,Open QA,Physics,"Engineering, manufacturing and construction"
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-1a967c9040664d1c977111291a122370,B,normal:mystifying_fermi,,,2024-05-09 03:49:44.412553,B-is-slightly-better,normal,slightly,absolutely-confident,1a967c9040664d1c977111291a122370,53de3bdfd9dd48848ba50912f70119bd,lmsys/chatbot_arena_conversations,Open QA,Physics,"Engineering, manufacturing and construction"
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-1a967c9040664d1c977111291a122370,B,normal:amazing_mcnulty,,,2024-05-09 03:53:26.805183,B-is-slightly-better,normal,slightly,absolutely-confident,1a967c9040664d1c977111291a122370,53de3bdfd9dd48848ba50912f70119bd,lmsys/chatbot_arena_conversations,Open QA,Physics,"Engineering, manufacturing and construction"
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-977e30d1616d42c1828d19164fbdfd8f,A,normal:stupefied_murdock,,,2024-05-15 03:56:56.185234,A-is-clearly-better,normal,clearly,absolutely-confident,977e30d1616d42c1828d19164fbdfd8f,53df510f1da744e58b62c2e93718acdf,allenai/WildChat,Generation,Art and/or design,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-977e30d1616d42c1828d19164fbdfd8f,B,normal:nervous_nightingale,,,2024-05-15 04:03:14.602790,B-is-slightly-better,normal,slightly,fairly-confident,977e30d1616d42c1828d19164fbdfd8f,53df510f1da744e58b62c2e93718acdf,allenai/WildChat,Generation,Art and/or design,Arts & Humanities
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-eb7b29bf6d4440b2a3efd33cbf3e1a40,draw,normal:modest_mirzakhani,,,2024-05-21 22:31:36.942872,Tie,normal,tie,absolutely-confident,eb7b29bf6d4440b2a3efd33cbf3e1a40,53df510f1da744e58b62c2e93718acdf,allenai/WildChat,Generation,Art and/or design,Arts & Humanities
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-eb7b29bf6d4440b2a3efd33cbf3e1a40,draw,normal:stupefied_murdock,,,2024-05-21 22:34:36.724819,Tie,normal,tie,absolutely-confident,eb7b29bf6d4440b2a3efd33cbf3e1a40,53df510f1da744e58b62c2e93718acdf,allenai/WildChat,Generation,Art and/or design,Arts & Humanities
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-07ca45137d1141929b612a6bdfe7c052,A,normal:reverent_mcnulty,,,2024-05-21 23:11:02.672726,A-is-slightly-better,normal,slightly,absolutely-confident,07ca45137d1141929b612a6bdfe7c052,53e7c5c46d984594bdf7fd26d8f61bf2,lmsys/chatbot_arena_conversations,Open QA,Health and Medicine,Health and welfare
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-07ca45137d1141929b612a6bdfe7c052,A,normal:peaceful_babbage,,,2024-05-21 23:16:07.700459,A-is-slightly-better,normal,slightly,fairly-confident,07ca45137d1141929b612a6bdfe7c052,53e7c5c46d984594bdf7fd26d8f61bf2,lmsys/chatbot_arena_conversations,Open QA,Health and Medicine,Health and welfare
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-90b3602039114964be508a1b126ff307,A,normal:elastic_swanson,,,2024-05-22 14:07:23.658482,A-is-slightly-better,normal,slightly,fairly-confident,90b3602039114964be508a1b126ff307,53ee246dd0174385934c835735af3a4e,lmsys/chatbot_arena_conversations,Chat,Health and Medicine,Health and welfare
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-90b3602039114964be508a1b126ff307,draw,normal:romantic_liskov,,,2024-05-22 14:11:27.836161,Tie,normal,tie,fairly-confident,90b3602039114964be508a1b126ff307,53ee246dd0174385934c835735af3a4e,lmsys/chatbot_arena_conversations,Chat,Health and Medicine,Health and welfare
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-a670e269931b45a39aa5d298399da518,A,normal:xenodochial_payne,,,2024-05-13 02:15:38.802733,A-is-slightly-better,normal,slightly,absolutely-confident,a670e269931b45a39aa5d298399da518,544e8e842f744d9f94d0c8ecf4a04c33,lmsys/chatbot_arena_conversations,Open QA,Business,Administration & Law
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-a670e269931b45a39aa5d298399da518,B,normal:extraordinary_lalande,,,2024-05-13 02:23:22.355385,B-is-clearly-better,normal,clearly,absolutely-confident,a670e269931b45a39aa5d298399da518,544e8e842f744d9f94d0c8ecf4a04c33,lmsys/chatbot_arena_conversations,Open QA,Business,Administration & Law
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-d8136fbac1aa411e95e214b4e89696e5,B,normal:extraordinary_lalande,,,2024-05-15 04:05:09.476772,B-is-slightly-better,normal,slightly,absolutely-confident,d8136fbac1aa411e95e214b4e89696e5,544e8e842f744d9f94d0c8ecf4a04c33,lmsys/chatbot_arena_conversations,Open QA,Business,Administration & Law
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-d8136fbac1aa411e95e214b4e89696e5,B,normal:modest_mirzakhani,,,2024-05-15 04:10:23.011971,B-is-slightly-better,normal,slightly,absolutely-confident,d8136fbac1aa411e95e214b4e89696e5,544e8e842f744d9f94d0c8ecf4a04c33,lmsys/chatbot_arena_conversations,Open QA,Business,Administration & Law
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-5c2b8d546c844dfd906a4a3408fe654f,B,normal:condescending_rosalind,,,2024-05-15 07:56:23.380292,B-is-clearly-better,normal,clearly,absolutely-confident,5c2b8d546c844dfd906a4a3408fe654f,545b1bc0952b4799b849acf1b41d12c5,lmsys/chatbot_arena_conversations,Generation,English Literature,Arts & Humanities
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-5c2b8d546c844dfd906a4a3408fe654f,A,normal:happy_galileo,,,2024-05-15 08:04:30.437334,A-is-slightly-better,normal,slightly,fairly-confident,5c2b8d546c844dfd906a4a3408fe654f,545b1bc0952b4799b849acf1b41d12c5,lmsys/chatbot_arena_conversations,Generation,English Literature,Arts & Humanities
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-d0a5bf8fd15b4d709c2cf646fd4cfbe7,B,normal:mystifying_nobel,,,2024-05-14 23:57:38.322144,B-is-slightly-better,normal,slightly,fairly-confident,d0a5bf8fd15b4d709c2cf646fd4cfbe7,547cde4a679747d69fb731b80b0b9c97,allenai/WildChat,Coding,Sports,Journalism & Information Business
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-d0a5bf8fd15b4d709c2cf646fd4cfbe7,draw,normal:pedantic_noether,,,2024-05-15 00:05:29.233656,Tie,normal,tie,absolutely-confident,d0a5bf8fd15b4d709c2cf646fd4cfbe7,547cde4a679747d69fb731b80b0b9c97,allenai/WildChat,Coding,Sports,Journalism & Information Business
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-3b195af6790148d09aff2cd9538c4362,B,normal:clever_curie,,,2024-05-13 14:20:18.647097,B-is-clearly-better,normal,clearly,fairly-confident,3b195af6790148d09aff2cd9538c4362,548d4ee753b8495d8f74a5da178393ca,lmsys/chatbot_arena_conversations,Coding,Computer Science,Mathematics and statistics
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-3b195af6790148d09aff2cd9538c4362,A,normal:condescending_rosalind,,,2024-05-13 14:26:54.425230,A-is-slightly-better,normal,slightly,absolutely-confident,3b195af6790148d09aff2cd9538c4362,548d4ee753b8495d8f74a5da178393ca,lmsys/chatbot_arena_conversations,Coding,Computer Science,Mathematics and statistics
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-ed1753f451144413a72dcc380c3959d9,draw,normal:modest_mirzakhani,,,2024-05-13 08:19:14.528545,Tie,normal,tie,absolutely-confident,ed1753f451144413a72dcc380c3959d9,54af13522c9240efbe87b224c6af6852,allenai/WildChat,Generation,Theatre/Dramatic Arts,Arts & Humanities
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-ed1753f451144413a72dcc380c3959d9,B,normal:naughty_ritchie,,,2024-05-13 08:30:03.680912,B-is-slightly-better,normal,slightly,absolutely-confident,ed1753f451144413a72dcc380c3959d9,54af13522c9240efbe87b224c6af6852,allenai/WildChat,Generation,Theatre/Dramatic Arts,Arts & Humanities
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-b6757779335a4c069f265a9cb583fd00,B,normal:heuristic_elion,,,2024-05-15 07:08:31.870335,B-is-slightly-better,normal,slightly,absolutely-confident,b6757779335a4c069f265a9cb583fd00,54af13522c9240efbe87b224c6af6852,allenai/WildChat,Generation,Theatre/Dramatic Arts,Arts & Humanities
