methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-1949,draw,31573717c935cd18aeac44b893f97fd6de0ad962e05606dbcc14624bba33ff60,,,2025-03-25 05:37:59.810,tie
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-1950,draw,31573717c935cd18aeac44b893f97fd6de0ad962e05606dbcc14624bba33ff60,,,2025-03-25 05:37:59.810,tie (bothbad)
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-1951,A,31573717c935cd18aeac44b893f97fd6de0ad962e05606dbcc14624bba33ff60,,,2025-03-25 05:37:59.810,model_a
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-1952,draw,a00553fa4595c5f2b58bfb86ffd6999c80f29ab09fc66830e6f8af865c192980,,,2025-03-25 05:43:28.003,tie
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-1953,B,ab2436c35fa130da3ea94a138e8fae34b71915fb7ea19c1af6032ee511a6c42c,,,2025-03-25 05:53:16.001,model_b
ppl-sonar,ppl-sonar-pro-high,False,search-arena-1954,draw,f6b950d2f6074737f062683d31770668436f5f713e39bf7bf38bb54990a79255,,,2025-03-25 05:58:04.420,tie (bothbad)
ppl-sonar-reasoning,ppl-sonar,False,search-arena-1955,A,f6b950d2f6074737f062683d31770668436f5f713e39bf7bf38bb54990a79255,,,2025-03-25 05:58:59.814,model_a
ppl-sonar-pro,ppl-sonar,False,search-arena-1956,A,a1cfd36419bcedace704f2dec03ea402c6eeb624d93d17298b84943508a18682,,,2025-03-25 06:08:35.011,model_a
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-1957,A,88131241a73bb403eef5a04db511fd7bbf213e4173344418632897c29c7cbdf1,,,2025-03-25 06:08:49.114,model_a
api-gpt-4o-mini-search,ppl-sonar-pro-high,False,search-arena-1958,B,49ddfe1d9105e843b65c993612f961bd1004da849d0d41c233d4d3a53985ec4d,,,2025-03-25 06:21:15.294,model_b
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-1959,A,e942e320b6d67fca65e83ab13669bda0ede35aa0405db07685ead4974424f377,,,2025-03-25 06:27:46.607,model_a
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-1960,draw,31573717c935cd18aeac44b893f97fd6de0ad962e05606dbcc14624bba33ff60,,,2025-03-25 06:40:13.609,tie
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-1961,draw,31573717c935cd18aeac44b893f97fd6de0ad962e05606dbcc14624bba33ff60,,,2025-03-25 06:40:13.609,tie
ppl-sonar-pro-high,api-gpt-4o-mini-search,False,search-arena-1962,B,975f28068800311e5499658c88bb34aaa8183381ea324e906e204f88fbfe6edb,,,2025-03-25 06:40:36.399,model_b
ppl-sonar-pro,ppl-sonar-pro-high,False,search-arena-1963,B,fc3c2fb2e1e66998826433d4cd14a93a7478e1adfa792b56b3b0910aed49ec79,,,2025-03-25 06:43:11.872,model_b
ppl-sonar,api-gpt-4o-search-high,False,search-arena-1964,A,ab73cf847cf2715d13f4a194a32d81781224712fb608d3ff6b8db2fa84caa82e,,,2025-03-25 06:48:12.303,model_a
api-gpt-4o-search-high,ppl-sonar-reasoning,False,search-arena-1965,A,ab73cf847cf2715d13f4a194a32d81781224712fb608d3ff6b8db2fa84caa82e,,,2025-03-25 06:48:38.609,model_a
ppl-sonar,api-gpt-4o-search-high,False,search-arena-1966,A,54f275eb40ec0c74abdecb2c59660ea6c166382d89edca359e5ee684e774ece2,,,2025-03-25 06:51:20.565,model_a
api-gpt-4o-search-high,api-gpt-4o-search,False,search-arena-1967,B,048fc188f69c6599ed5acd7b238f5cfceca64f8f2eb7ed61b61e262dbd3630f7,,,2025-03-25 06:56:17.218,model_b
api-gpt-4o-search,api-gpt-4o-mini-search,False,search-arena-1968,draw,a48c900a9e0b87884e607cde380b41bd18fa23651d7a81ff9e6d9bcb40fe9fc3,,,2025-03-25 07:05:50.519,tie
ppl-sonar-pro,api-gpt-4o-mini-search,False,search-arena-1969,A,24cb527ac025730ff1fbcc2412cf132dfadaf887c3cb402b3c7e4d79f589f87a,,,2025-03-25 07:09:20.598,model_a
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-1970,draw,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-03-25 07:12:08.008,tie
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-1971,B,5695a2e2e244b4f396c2389026ff6e8413a6ebf5fb1a75eae78655eaa8cb0fe1,,,2025-03-25 07:17:13.313,model_b
api-gpt-4o-search-high,ppl-sonar,False,search-arena-1972,A,975f28068800311e5499658c88bb34aaa8183381ea324e906e204f88fbfe6edb,,,2025-03-25 07:20:42.498,model_a
ppl-sonar-pro-high,ppl-sonar,False,search-arena-1973,draw,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-03-25 07:23:16.904,tie
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-1974,A,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-03-25 07:27:06.702,model_a
ppl-sonar-pro,api-gpt-4o-search-high,False,search-arena-1975,draw,975f28068800311e5499658c88bb34aaa8183381ea324e906e204f88fbfe6edb,,,2025-03-25 07:36:30.751,tie (bothbad)
ppl-sonar-pro-high,api-gpt-4o-search,False,search-arena-1976,B,f2b11fe9c785f93ad025abd810f26e97ec6852f2ea21046c82501254f2219412,,,2025-03-25 07:42:24.700,model_b
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-1977,B,db092a71dba13deef1513a2575c8c90ca0cafece317293fe8415d380d5725cf0,,,2025-03-25 07:43:03.933,model_b
api-gpt-4o-search-high,ppl-sonar-reasoning,False,search-arena-1978,B,a686fdd7534caae21ec28eb3b2fc0fa16348707823d6601ab71f0293e5820f34,,,2025-03-25 07:56:11.226,model_b
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-1979,draw,db092a71dba13deef1513a2575c8c90ca0cafece317293fe8415d380d5725cf0,,,2025-03-25 07:58:56.907,tie
ppl-sonar-pro,ppl-sonar,False,search-arena-1980,draw,8ae73e65c48f0ff6197d5d94f13d05130755e00b789356d9041f82025955114b,,,2025-03-25 08:02:50.690,tie
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-1981,A,8c2a191b8b9c163b3d3435ce6c9adca523c6944b9cb3cab3b682f14aafc5028d,,,2025-03-25 08:02:52.600,model_a
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-1982,A,8c2a191b8b9c163b3d3435ce6c9adca523c6944b9cb3cab3b682f14aafc5028d,,,2025-03-25 08:02:52.600,model_a
ppl-sonar-pro,ppl-sonar,False,search-arena-1983,draw,db092a71dba13deef1513a2575c8c90ca0cafece317293fe8415d380d5725cf0,,,2025-03-25 08:05:15.516,tie
ppl-sonar,api-gpt-4o-search,False,search-arena-1984,draw,db092a71dba13deef1513a2575c8c90ca0cafece317293fe8415d380d5725cf0,,,2025-03-25 08:10:47.500,tie
api-gpt-4o-mini-search,ppl-sonar-pro,False,search-arena-1985,B,19bbeeb7560476bcd7c4b405a26f31e09372b61f5e66078c0cb0adf2f91c9e09,,,2025-03-25 08:15:01.397,model_b
ppl-sonar,ppl-sonar-reasoning,False,search-arena-1986,B,19bbeeb7560476bcd7c4b405a26f31e09372b61f5e66078c0cb0adf2f91c9e09,,,2025-03-25 08:16:12.810,model_b
ppl-sonar,api-gpt-4o-search-high,False,search-arena-1987,A,19bbeeb7560476bcd7c4b405a26f31e09372b61f5e66078c0cb0adf2f91c9e09,,,2025-03-25 08:22:01.599,model_a
api-gpt-4o-search,api-gpt-4o-mini-search,False,search-arena-1988,draw,5946622b1097ddcf50c55a062cacbf6bdf2f582aedac6e941918fd5c677de5c6,,,2025-03-25 08:24:43.879,tie
api-gpt-4o-search-high,ppl-sonar-pro,False,search-arena-1989,draw,e5e70f4da2bb1e16f5d187d6b974b84b36f691c44861c3c2f12577e73f298ac7,,,2025-03-25 08:30:04.106,tie (bothbad)
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-1990,draw,85504fbe10a13a4f94df869fcad8f1ee724c82987e6eebca26e822ad2b40b76c,,,2025-03-25 09:01:38.499,tie
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-1991,B,30ad77777993fff1f78690fe946894dc34b7ccb30c2688f871e301e02fab955f,,,2025-03-25 09:11:47.901,model_b
api-gpt-4o-mini-search,ppl-sonar-pro,False,search-arena-1992,A,ad43e795b1244553b8269fd0dd2d80b2723f01d735f796e6a76ce1edcdc372ca,,,2025-03-25 09:14:21.225,model_a
ppl-sonar,api-gpt-4o-mini-search,False,search-arena-1993,draw,cd3773b1fc02f94753adb420869945505adb0801a478d003e78d2098d12171d4,,,2025-03-25 09:15:55.783,tie (bothbad)
ppl-sonar,api-gpt-4o-search-high,False,search-arena-1994,A,dd3af5de3b5c85e22a01740da771c0bfb850c79831a594150d94054a5f6e04f7,,,2025-03-25 09:21:51.501,model_a
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-1995,B,3c040b2ff62ef3ebb13cfa27f7c75d59a90c46ee048c4429c78f576aab287eb1,,,2025-03-25 09:56:29.719,model_b
ppl-sonar-pro,api-gpt-4o-search,False,search-arena-1996,B,3c040b2ff62ef3ebb13cfa27f7c75d59a90c46ee048c4429c78f576aab287eb1,,,2025-03-25 09:56:29.719,model_b
ppl-sonar,api-gpt-4o-search,False,search-arena-1997,draw,aa8cbc026659cc3c729ee79dee53f85c1a4cc9a0e2dc52c116264fc42e415e9e,,,2025-03-25 09:57:40.706,tie (bothbad)
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-1998,A,aa8cbc026659cc3c729ee79dee53f85c1a4cc9a0e2dc52c116264fc42e415e9e,,,2025-03-25 10:03:29.219,model_a
api-gpt-4o-search-high,ppl-sonar-pro-high,False,search-arena-1999,B,00ea7a9ab0d3414ce8e5057170ae953976945e267bce595e39175e72cbf081de,,,2025-03-25 10:10:05.699,model_b
api-gpt-4o-search,api-gpt-4o-mini-search,False,search-arena-2000,draw,e5fe79a0db22ee3fb5a47d949c6175dca473415e6df71259754208e50577d20d,,,2025-03-25 10:19:36.601,tie (bothbad)
api-gpt-4o-search,api-gpt-4o-mini-search,False,search-arena-2001,draw,e5fe79a0db22ee3fb5a47d949c6175dca473415e6df71259754208e50577d20d,,,2025-03-25 10:19:36.601,tie
api-gpt-4o-search-high,api-gpt-4o-search,False,search-arena-2002,A,eeafebeb4d601a3f865f1cbdaa53a0ef3b170de98231dde53b51566f6a324e90,,,2025-03-25 10:43:34.123,model_a
api-gpt-4o-search-high,ppl-sonar-reasoning,False,search-arena-2003,draw,5107bc8a006ad4243483c697073f185ed7147ac77c46e3221635b9af68618eb5,,,2025-03-25 10:45:21.806,tie
ppl-sonar-reasoning,ppl-sonar,False,search-arena-2004,draw,52bd934d296bd94d70dd4335b202d315d94fe3a2c6c54ab2a84150aa84f660ef,,,2025-03-25 10:46:05.308,tie (bothbad)
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-2005,draw,5107bc8a006ad4243483c697073f185ed7147ac77c46e3221635b9af68618eb5,,,2025-03-25 10:54:56.010,tie (bothbad)
ppl-sonar-pro-high,ppl-sonar-pro,False,search-arena-2006,draw,164e0eceaa3b97f8cea65ca75b9b4d87eec63a6689511684a0e2ac22eae9f12f,,,2025-03-25 11:05:19.319,tie
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-2007,B,7a456d060724a46e500edaf65e57654b8403620525f72b8bc6eb531740c94148,,,2025-03-25 11:06:11.810,model_b
api-gpt-4o-mini-search,api-gpt-4o-search,False,search-arena-2008,A,f88fcc0133061231dd6ea4a8ad85c0fcc72330a2f488edee57028531a2e5d440,,,2025-03-25 11:21:50.769,model_a
api-gpt-4o-search,ppl-sonar,False,search-arena-2009,B,084bc0c8bc4261616037aecbfb0ab8ebaa8d4e0b33e2afd6c54c1f9e71d8ffa1,,,2025-03-25 11:23:42.177,model_b
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-2010,draw,9672e113536bd11fea30219734a94c6315ecdac9e506a219c51d19a072998867,,,2025-03-25 11:28:16.556,tie (bothbad)
ppl-sonar,api-gpt-4o-search,False,search-arena-2011,draw,084bc0c8bc4261616037aecbfb0ab8ebaa8d4e0b33e2afd6c54c1f9e71d8ffa1,,,2025-03-25 11:42:00.008,tie (bothbad)
ppl-sonar-pro,api-gpt-4o-search-high,False,search-arena-2012,draw,9c2a1f3341d3c969d4d1c3199be44a2fb8df799c4512c6c625657f60fbafc07f,,,2025-03-25 11:46:12.499,tie (bothbad)
ppl-sonar-pro-high,api-gpt-4o-search,False,search-arena-2013,draw,db092a71dba13deef1513a2575c8c90ca0cafece317293fe8415d380d5725cf0,,,2025-03-25 11:57:04.799,tie (bothbad)
ppl-sonar-pro,api-gpt-4o-search-high,False,search-arena-2014,draw,db092a71dba13deef1513a2575c8c90ca0cafece317293fe8415d380d5725cf0,,,2025-03-25 11:58:56.999,tie
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-2015,B,c2dab4c68b2fe0516bd400e4501756596c97336a3ab411d8bddb03e0f92c1b61,,,2025-03-25 12:02:38.101,model_b
api-gpt-4o-search-high,api-gpt-4o-mini-search,False,search-arena-2016,B,3ca1a5d84f6c2d9186108161b1a8925d234d1ea983e5d3d8b8badfac7592aaec,,,2025-03-25 12:05:51.200,model_b
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-2017,B,a18f26705789bab7bb44a84e1182268e899f1d2b4e6741b0448be9602bef8c90,,,2025-03-25 12:08:23.224,model_b
ppl-sonar-pro-high,ppl-sonar,False,search-arena-2018,B,eea2a3c3fa23b996cea54ff37067d8105933acbb2dcddda39edf2547ff89f7ec,,,2025-03-25 12:21:05.297,model_b
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-2019,B,735614c475c8b04190156f46156b62655df138ec33c4d6c7a148f57b11f3f72a,,,2025-03-25 12:24:29.300,model_b
ppl-sonar-pro,api-gpt-4o-search-high,False,search-arena-2020,A,6c40fd705712118d31904a16a0f2ac1acbd80be92db32b3a5b3ef8abc6d1d44d,,,2025-03-25 12:37:06.099,model_a
ppl-sonar-reasoning,ppl-sonar,False,search-arena-2021,A,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-03-25 12:41:16.025,model_a
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-2022,B,b80e26c5ed1ae82b52eccb405115dbb17df0ae983d7ace9185bc56c17eb3302c,,,2025-03-25 12:50:28.000,model_b
api-gpt-4o-search-high,ppl-sonar-pro-high,False,search-arena-2023,B,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-03-25 12:55:09.800,model_b
api-gpt-4o-mini-search,ppl-sonar-pro,False,search-arena-2024,A,4451a1e9050d58d4fbbacd0c4d62a4e168ef0f629f744bbc05cc44bed90987df,,,2025-03-25 13:02:14.805,model_a
api-gpt-4o-search,ppl-sonar,False,search-arena-2025,draw,422853da9d799eb84fd32b3c1fb6422c9989d2b0b22ac5b32b1287b4dd15a4fa,,,2025-03-25 13:13:16.516,tie
ppl-sonar-pro-high,ppl-sonar,False,search-arena-2026,draw,257f80c42aafb6c034b13ebc12dc58eb7bf1d0151e2895f9ca910b3ff91481fa,,,2025-03-25 13:14:46.906,tie (bothbad)
api-gpt-4o-search-high,api-gpt-4o-search,False,search-arena-2027,draw,43f0741947e88eb88ec10177fc9b4048e86378484e46dc1eae8ea68582b6cf00,,,2025-03-25 13:17:30.773,tie
api-gpt-4o-search-high,ppl-sonar-pro-high,False,search-arena-2028,B,c3ee5ef8e3b2130b98c9ed2b7e57049cf17c46d035beb337bd37a4c9a4e04fbb,,,2025-03-25 13:31:41.401,model_b
ppl-sonar,api-gpt-4o-search-high,False,search-arena-2029,A,6103105a728d12404a7359356b89ef46d7bd419a3983a9245a4b1d93a7422f51,,,2025-03-25 13:34:10.594,model_a
api-gpt-4o-search-high,api-gpt-4o-mini-search,False,search-arena-2030,draw,6103105a728d12404a7359356b89ef46d7bd419a3983a9245a4b1d93a7422f51,,,2025-03-25 13:49:13.696,tie
ppl-sonar-pro-high,ppl-sonar-pro,False,search-arena-2031,draw,6be3e96e5b982d32413e644e386432c760921a9af1d27b1d77c77d4582cb09ea,,,2025-03-25 13:55:38.694,tie (bothbad)
api-gpt-4o-search,api-gpt-4o-search-high,False,search-arena-2032,A,6be3e96e5b982d32413e644e386432c760921a9af1d27b1d77c77d4582cb09ea,,,2025-03-25 13:59:20.797,model_a
api-gpt-4o-search,api-gpt-4o-search-high,False,search-arena-2033,A,6be3e96e5b982d32413e644e386432c760921a9af1d27b1d77c77d4582cb09ea,,,2025-03-25 13:59:20.797,model_a
ppl-sonar-pro-high,api-gpt-4o-search,False,search-arena-2034,A,f83b68e98ad25743936748ee0f01fbd4356eda9cc2549e52d4aedfe182b739e0,,,2025-03-25 14:06:36.998,model_a
api-gpt-4o-search,api-gpt-4o-search-high,False,search-arena-2035,draw,d17d740c0cbf85a9c12dd408b63c7c2bdfdb8b19b817683e63a098bb6b495ca2,,,2025-03-25 14:09:51.298,tie
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-2036,B,6103105a728d12404a7359356b89ef46d7bd419a3983a9245a4b1d93a7422f51,,,2025-03-25 14:15:29.998,model_b
api-gpt-4o-search,ppl-sonar,False,search-arena-2037,draw,806a0ed86ad2f9dd3f6e6658b3fddce4df1fce088eaf4c4d9b9e260f0610f8f9,,,2025-03-25 14:19:51.100,tie
api-gpt-4o-search-high,api-gpt-4o-mini-search,False,search-arena-2038,draw,806a0ed86ad2f9dd3f6e6658b3fddce4df1fce088eaf4c4d9b9e260f0610f8f9,,,2025-03-25 14:24:04.196,tie (bothbad)
ppl-sonar-pro,ppl-sonar,False,search-arena-2039,A,114551ee6a15c64bb9a4c42b9b18121a407019c8a0b9f0f073f81a601a26d0da,,,2025-03-25 14:31:00.824,model_a
ppl-sonar,ppl-sonar-reasoning,False,search-arena-2040,B,d17d740c0cbf85a9c12dd408b63c7c2bdfdb8b19b817683e63a098bb6b495ca2,,,2025-03-25 14:42:39.116,model_b
ppl-sonar-reasoning,api-gpt-4o-mini-search,False,search-arena-2041,A,c51669664d5b3d82861716aeb4a4ecacf7dfb2b6972fb79a4f4e975e7be7488e,,,2025-03-25 14:45:11.113,model_a
api-gpt-4o-search-high,ppl-sonar-pro-high,False,search-arena-2042,B,ada3d71249d1bc2ae3ba910835eef787e96598f4d9a0ac4df3134cc585e4b18c,,,2025-03-25 14:54:54.995,model_b
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-2043,B,aae3beddb7c4594af9580e096985e58b2089398289c794827d7b37b72aa69025,,,2025-03-25 14:56:11.219,model_b
api-gpt-4o-mini-search,ppl-sonar-pro-high,False,search-arena-2044,draw,a58d5bf207797cc21e00d87025f4798332057242b8a670fb460f42dd90d98ef8,,,2025-03-25 15:00:42.100,tie (bothbad)
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-2045,A,24222dfc6f16153ca2f2981ed96dbdc8da1f304f4a25807bc7adba8abe1a4b2e,,,2025-03-25 15:12:57.842,model_a
api-gpt-4o-search-high,ppl-sonar-pro,False,search-arena-2046,B,17125f159353921fb0c8a4fe71a904e4126fbea1b31a6d88a91811644b436c37,,,2025-03-25 15:13:31.656,model_b
ppl-sonar-pro-high,ppl-sonar-pro,False,search-arena-2047,draw,30ad77777993fff1f78690fe946894dc34b7ccb30c2688f871e301e02fab955f,,,2025-03-25 15:15:46.996,tie (bothbad)
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-2048,A,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-03-25 15:17:13.061,model_a
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-2049,draw,e2c8b1a610b8146816bee027db51ba1ab85348238460da802251d27c7e22eeb0,,,2025-03-25 15:19:44.361,tie (bothbad)
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-2050,draw,0bc5efa378eeda738714b24fa37d7f8f307e8ff004a3bf782ccaca20ccb89267,,,2025-03-25 15:21:02.416,tie
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-2051,A,310b54d9c3f5fbabd8018ce79452c7b9cf50d160bbd1c739f8874f8b8d361439,,,2025-03-25 15:29:29.358,model_a
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-2052,A,310b54d9c3f5fbabd8018ce79452c7b9cf50d160bbd1c739f8874f8b8d361439,,,2025-03-25 15:29:29.358,model_a
api-gpt-4o-search,ppl-sonar,False,search-arena-2053,B,5c83485d987140df60c80354f80d7a357db6fe81d7adda02967d9c5dd21e3cc5,,,2025-03-25 15:31:49.844,model_b
ppl-sonar,api-gpt-4o-mini-search,False,search-arena-2054,A,0120314b4788db2ae6e7b55511766f17b4366fff3015931b5963b613803669f9,,,2025-03-25 15:32:27.611,model_a
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-2055,A,d1086de33dffa96f492244015f6a727592e34770a1439e3f3499e22ba00fa1f0,,,2025-03-25 15:33:23.335,model_a
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-2056,draw,d1086de33dffa96f492244015f6a727592e34770a1439e3f3499e22ba00fa1f0,,,2025-03-25 15:34:02.933,tie
ppl-sonar,api-gpt-4o-search,False,search-arena-2057,A,c0680ed39a29b117ad86e58f7f000531c6402f3d873d8cf34e01bf6e615fad99,,,2025-03-25 15:37:26.637,model_a
api-gpt-4o-search-high,ppl-sonar-reasoning,False,search-arena-2058,A,c0680ed39a29b117ad86e58f7f000531c6402f3d873d8cf34e01bf6e615fad99,,,2025-03-25 15:40:56.786,model_a
ppl-sonar-pro-high,api-gpt-4o-search,False,search-arena-2059,A,87fed30ed9b1b981420e628f5141377dfbd3b69fa5c9b9c58335eff8cef8de44,,,2025-03-25 15:41:53.062,model_a
ppl-sonar-pro-high,ppl-sonar-pro,False,search-arena-2060,draw,d1086de33dffa96f492244015f6a727592e34770a1439e3f3499e22ba00fa1f0,,,2025-03-25 15:43:23.171,tie
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-2061,draw,d1086de33dffa96f492244015f6a727592e34770a1439e3f3499e22ba00fa1f0,,,2025-03-25 15:43:45.235,tie
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-2062,A,ad136924d6d31a4718d676f280d8b7745c9dc3c24c9c21c19f0109f8e9a24ea5,,,2025-03-25 15:44:41.746,model_a
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-2063,B,6103105a728d12404a7359356b89ef46d7bd419a3983a9245a4b1d93a7422f51,,,2025-03-25 15:46:36.074,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-2064,A,6103105a728d12404a7359356b89ef46d7bd419a3983a9245a4b1d93a7422f51,,,2025-03-25 15:46:36.074,model_a
ppl-sonar-pro,ppl-sonar,False,search-arena-2065,A,d1086de33dffa96f492244015f6a727592e34770a1439e3f3499e22ba00fa1f0,,,2025-03-25 15:47:03.273,model_a
ppl-sonar-pro-high,api-gpt-4o-mini-search,False,search-arena-2066,A,4015da5a7aa6207902d595ae30bfe7426c25d6b542518df327e6985147e71b06,,,2025-03-25 15:51:00.044,model_a
api-gpt-4o-mini-search,ppl-sonar,False,search-arena-2067,B,60fe62140e3bb9a8f49fe1e20e18f60eceaf12cc23f2d90581e4f05b79b748e6,,,2025-03-25 15:53:24.944,model_b
api-gpt-4o-mini-search,ppl-sonar-pro,False,search-arena-2068,B,48c1c8c162015d98335c7b682750d81fdafafdcdbaa53a60dea235f58d10c967,,,2025-03-25 15:55:10.647,model_b
api-gpt-4o-search-high,ppl-sonar,False,search-arena-2069,B,5c83485d987140df60c80354f80d7a357db6fe81d7adda02967d9c5dd21e3cc5,,,2025-03-25 15:55:32.190,model_b
ppl-sonar-pro-high,api-gpt-4o-mini-search,False,search-arena-2070,A,48c1c8c162015d98335c7b682750d81fdafafdcdbaa53a60dea235f58d10c967,,,2025-03-25 16:02:00.722,model_a
api-gpt-4o-search-high,api-gpt-4o-mini-search,False,search-arena-2071,draw,88ca8ad757d93c3d19de5192ee8b9634930d00f6fc95cbad7b133400d075af3f,,,2025-03-25 16:02:44.133,tie (bothbad)
api-gpt-4o-mini-search,ppl-sonar-pro,False,search-arena-2072,A,48c1c8c162015d98335c7b682750d81fdafafdcdbaa53a60dea235f58d10c967,,,2025-03-25 16:06:56.692,model_a
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-2073,B,60fe62140e3bb9a8f49fe1e20e18f60eceaf12cc23f2d90581e4f05b79b748e6,,,2025-03-25 16:16:40.715,model_b
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-2074,draw,60fe62140e3bb9a8f49fe1e20e18f60eceaf12cc23f2d90581e4f05b79b748e6,,,2025-03-25 16:27:51.213,tie (bothbad)
api-gpt-4o-search,ppl-sonar,False,search-arena-2075,B,4015da5a7aa6207902d595ae30bfe7426c25d6b542518df327e6985147e71b06,,,2025-03-25 16:29:34.729,model_b
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-2076,draw,4f331dce49808712f48b56c3739aa34d08a44eb15da034123cc1d64c09e12538,,,2025-03-25 16:38:10.772,tie
api-gpt-4o-search-high,api-gpt-4o-search,False,search-arena-2077,draw,60fe62140e3bb9a8f49fe1e20e18f60eceaf12cc23f2d90581e4f05b79b748e6,,,2025-03-25 16:39:34.830,tie (bothbad)
ppl-sonar,ppl-sonar-reasoning,False,search-arena-2078,A,5170f73c1cc5d281e44bd26645ba1826b9dfe1c593874020e89ef6d174ff1182,,,2025-03-25 16:43:28.291,model_a
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-2079,draw,a8b9ed26294b2cd5cf56556a7a893c7467715a167c2caf88080b0c6755c71a6d,,,2025-03-25 16:45:16.338,tie (bothbad)
ppl-sonar-pro-high,api-gpt-4o-search,False,search-arena-2080,A,5c83485d987140df60c80354f80d7a357db6fe81d7adda02967d9c5dd21e3cc5,,,2025-03-25 16:46:01.130,model_a
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-2081,draw,4ae56488ecf61502b3a3c996543ad0d64f3d9b24daf3c5332f48d6122bab963d,,,2025-03-25 16:46:53.339,tie
ppl-sonar-pro,api-gpt-4o-mini-search,False,search-arena-2082,A,f917849062f009f1fa7802e24971711c30b0ac5ebd7bb0b507f31bd31984b8c2,,,2025-03-25 16:46:54.309,model_a
api-gpt-4o-search-high,ppl-sonar-pro-high,False,search-arena-2083,A,60fe62140e3bb9a8f49fe1e20e18f60eceaf12cc23f2d90581e4f05b79b748e6,,,2025-03-25 16:51:00.311,model_a
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-2084,A,212fb27fde79108079cbc6e7011054fdf1c014730f365e0fa620c5702a570b2f,,,2025-03-25 16:52:23.561,model_a
ppl-sonar-reasoning,api-gpt-4o-mini-search,False,search-arena-2085,draw,2e8123576753b40ffd0fe273f55fb60f2ec2c1fcf38598b7f0dd7999d39bdd8d,,,2025-03-25 16:54:07.690,tie
api-gpt-4o-search-high,api-gpt-4o-mini-search,False,search-arena-2086,draw,5c83485d987140df60c80354f80d7a357db6fe81d7adda02967d9c5dd21e3cc5,,,2025-03-25 16:54:17.102,tie
